benchmark,benchmark_version,cpu_clock_freq,cpu_cores,cpu_litho,cpu_make,cpu_score,cpu_sku,cpu_socket,cpu_test,cpu_tdp,date,gpu,gpu_avg_clock_freq,gpu_avg_memclock_freq,gpu_avg_temp,gpu_clock_freq,gpu_count,gpu_driver_status,gpu_driver_version,gpu_memclock_freq,gpu_score,gpu_vendor,gpu_vram,pr_gt,os,ram,ram_clock_freq,score,storage,user
Port Royal,1.2,4904,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 25 2020,NVIDIA GeForce RTX 3080,1964,1263,60,1995,1,Approved ,27.21.14.5638,1263,12047,"Asustek Computer, Inc.",10240,55.77,64-bit Windows 10 (10.0.19041),16384,3198,12047,500 GB Samsung SSD 970 EVO 500GB,Kenta k^
Port Royal,1.2,3799,8,14,AMD,,Ryzen 7 1700,AM4,,65,September 28 2020,NVIDIA GeForce RTX 3080,2054,1250,59,2115,1,Approved ,27.21.14.5655,1250,12047,NVidia Corporation,10240,55.78,64-bit Windows 10 (10.0.19041),16384,3198,12047,250 GB Samsung SSD 850 EVO 250GB,Krischan
Port Royal,1.2,4802,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 28 2020,NVIDIA GeForce RTX 3080,2015,1188,70,2070,1,Approved ,27.21.14.5655,1188,12047,NVidia Corporation,10240,55.78,64-bit Windows 10 (10.0.19041),16384,2998,12047,250 GB Samsung SSD 960 EVO 250GB,Calculated-2
Port Royal,1.2,4399,8,7,AMD,,Ryzen 7 3700X,AM4,,65,September 30 2020,NVIDIA GeForce RTX 3080,2026,1233,46,2130,1,Approved ,27.21.14.5655,1244,12047,"Micro-Star International Co ., Ltd.",10240,55.78,64-bit Windows 10 (10.0.19041),16384,3598,12047,"1,000 GB NVMe Samsung SSD 970 SCSI Disk Device",SebastianK-2
Port Royal,1.2,4900,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 28 2020,NVIDIA GeForce RTX 3080,1982,1263,62,2025,1,Approved ,27.21.14.5638,1263,12046,EVGA Corporation,10240,55.77,64-bit Windows 10 (10.0.19041),32768,3598,12046,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,4401,12,7,AMD,,Ryzen 9 3900X,AM4,,105,September 21 2020,NVIDIA GeForce RTX 3080,1999,1260,56,2055,1,Approved ,27.21.14.5638,1260,12045,"Micro-Star International Co ., Ltd.",10240,55.77,64-bit Windows 10 (10.0.18363),32768,3798,12045,250 GB Samsung SSD 850 EVO 250GB,AirportHobo
Port Royal,1.2,4541,12,7,AMD,,Ryzen 9 3900X,AM4,,105,September 24 2020,NVIDIA GeForce RTX 3080,2010,1231,46,2085,1,Approved ,27.21.14.5638,1231,12045,Palit Microsystems Ltd.,10240,55.77,64-bit Windows 10 (10.0.19041),16384,3192,12045,512 GB ADATA SX8200PNP,[OcUK] Ace Modder
Port Royal,1.2,4203,4,14,Intel,,Core i7-6700K Processor,LGA1151,,95,September 24 2020,NVIDIA GeForce RTX 3080,1970,1177,51,2040,1,Approved ,27.21.14.5638,1188,12044,"Asustek Computer, Inc.",10240,55.76,64-bit Windows 10 (10.0.18363),16384,2400,12044,128 GB SAMSUNG SSD 830 Series,waow
Port Royal,1.2,4711,18,14,Intel,,Core i9-7980XE Processor,FCLGA2066,,165,September 28 2020,NVIDIA GeForce RTX 3080,1960,1313,48,1995,1,Approved ,27.21.14.5638,1313,12043,"Asustek Computer, Inc.",10240,55.76,64-bit Windows 10 (10.0.18363),32768,3600,12043,"1,000 GB NVMe Samsung SSD 970 SCSI Disk Device",Gosu - Extreme Hardware
Port Royal,1.2,4804,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,2026,1250,54,2100,1,Approved ,27.21.14.5655,1250,12043,"Micro-Star International Co ., Ltd.",10240,55.76,64-bit Windows 10 (10.0.18363),32768,3600,12043,250 GB Samsung SSD 850 EVO 250GB,Grazed
Port Royal,1.2,4502,4,14,Intel,,Core i7-7700K Processor,FCLGA1151,,91,September 30 2020,NVIDIA GeForce RTX 3080,2005,1250,61,2115,1,Approved ,27.21.14.5655,1250,12043,NVidia Corporation,10240,55.76,64-bit Windows 10 (10.0.19041),16384,3000,12043,"1,024 GB ADATA SX8200PNP",spikeanoid
Port Royal,1.2,5101,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 22 2020,NVIDIA GeForce RTX 3080,2045,1188,52,2070,1,Approved ,27.21.14.5638,1188,12042,NVidia Corporation,10240,55.75,64-bit Windows 10 (10.0.19041),16384,3198,12042,500 GB Samsung SSD 860 EVO 500GB,JayzTwoCents
Port Royal,1.1,5001,8,14,Intel,,Core i7-10700KF Processor,FCLGA1200,,125,September 18 2020,NVIDIA GeForce RTX 3080,1977,1250,58,2025,1,Approved ,27.21.14.5638,1250,12041,"Asustek Computer, Inc.",10240,55.75,64-bit Windows 10 (10.0.19041),32768,3600,12041,"1,000 GB Samsung SSD 970 EVO Plus 1TB",Danslab
Port Royal,1.2,4503,4,14,Intel,,Core i7-7700K Processor,FCLGA1151,,91,September 28 2020,NVIDIA GeForce RTX 3080,1993,1228,63,2070,1,Approved ,27.21.14.5655,1250,12041,NVidia Corporation,10240,55.75,64-bit Windows 10 (10.0.19041),16384,3000,12041,"1,024 GB ADATA SX8200PNP",spikeanoid
Port Royal,1.2,4898,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,2001,1238,65,2055,1,Approved ,27.21.14.5655,1238,12040,"Giga-Byte Technology Co., Ltd.",10240,55.74,64-bit Windows 10 (10.0.18363),32768,3194,12040,"1,000 GB Samsung SSD 970 EVO 1TB",Mowey
Port Royal,1.2,4821,14,14,Intel,,Core i9-7940X Processor,FCLGA2066,,165,September 27 2020,NVIDIA GeForce RTX 3080,1989,1269,62,2040,1,Approved ,27.21.14.5638,1269,12039,NVidia Corporation,10240,55.74,64-bit Windows 10 (10.0.18363),65536,3200,12039,"1,024 GB Samsung SSD 970 PRO 1TB",DevDoc-2
Port Royal,1.2,4349,8,7,AMD,,Ryzen 7 3700X,AM4,,65,September 29 2020,NVIDIA GeForce RTX 3080,1986,1313,63,2040,1,Approved ,27.21.14.5655,1313,12037,"Asustek Computer, Inc.",10240,55.73,64-bit Windows 10 (10.0.18363),16384,3798,12037,"1,000 GB Samsung SSD 970 EVO Plus 1TB",Oneirogen_
Port Royal,1.2,4703,6,14,Intel,,Core i5-8600K Processor,LGA-1151,,95,September 28 2020,NVIDIA GeForce RTX 3080,2000,1219,54,2040,1,Approved ,27.21.14.5655,1219,12036,"Giga-Byte Technology Co., Ltd.",10240,55.72,64-bit Windows 10 (10.0.19041),16384,2996,12036,500 GB CT500MX500SSD1,Elerion
Port Royal,1.2,4393,6,7,AMD,,Ryzen 5 3600X,AM4,,95,September 29 2020,NVIDIA GeForce RTX 3080,2052,1177,57,2100,1,Approved ,27.21.14.5655,1188,12036,NVidia Corporation,10240,55.73,64-bit Windows 10 (10.0.19041),32768,3192,12036,250 GB Samsung SSD 750 EVO 250GB,StueckStuhl
Port Royal,1.2,5005,10,14,Intel,,Core i9-10850K Processor,FCLGA1200,,95,September 30 2020,NVIDIA GeForce RTX 3080,1951,1325,66,2100,1,Approved ,27.21.14.5655,1325,12036,"Giga-Byte Technology Co., Ltd.",10240,55.73,64-bit Windows 10 (10.0.18363),32768,3202,12036,500 GB Samsung SSD 960 EVO 500GB,GunnarTheFox
Port Royal,1.2,5004,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 26 2020,NVIDIA GeForce RTX 3080,1984,1219,53,2040,1,Approved ,27.21.14.5638,1219,12035,"Giga-Byte Technology Co., Ltd.",10240,55.72,64-bit Windows 10 (10.0.19041),16384,3600,12035,256 GB XPG SPECTRIX S40G,CyberPunkCat
Port Royal,1.2,4341,8,7,AMD,,Ryzen 7 3700X,AM4,,65,September 28 2020,NVIDIA GeForce RTX 3080,2015,1250,65,2070,1,Approved ,27.21.14.5638,1250,12035,"Giga-Byte Technology Co., Ltd.",10240,55.72,64-bit Windows 10 (10.0.19041),32768,3192,12035,500 GB WDS500G3X0C-00SJG0,RexxReviews
Port Royal,1.2,4407,6,22,Intel,,Core i7-5930K Processor,LGA2011-v3,,140,September 28 2020,NVIDIA GeForce RTX 3080,1997,1258,58,2055,1,Approved ,27.21.14.5638,1269,12035,NVidia Corporation,10240,55.72,64-bit Windows 10 (10.0.19041),16384,2670,12035,240 GB Crucial_CT240M500SSD1,Drake Eadmund
Port Royal,1.2,5301,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 24 2020,NVIDIA GeForce RTX 3080,2077,1331,55,2100,1,Approved ,27.21.14.5638,1331,12034,EVGA Corporation,10240,55.71,64-bit Windows 10 (10.0.19041),32768,4134,12034,500 GB Samsung SSD 970 EVO Plus 500GB,Jufes
Port Royal,1.2,4491,8,7,AMD,,Ryzen 7 3800X,AM4,,105,September 24 2020,NVIDIA GeForce RTX 3080,2018,1240,60,2055,1,Approved ,27.21.14.5638,1240,12034,NVidia Corporation,10240,55.72,64-bit Windows 10 (10.0.19041),32768,3192,12034,"1,000 GB Samsung SSD 970 EVO 1TB",airato
Port Royal,1.2,5028,8,14,Intel,,Core i9-9900KF Processor,FCLGA1151,,95,September 25 2020,NVIDIA GeForce RTX 3080,1985,1213,52,2025,1,Approved ,27.21.14.5638,1213,12033,"Micro-Star International Co ., Ltd.",10240,55.71,64-bit Windows 10 (10.0.19041),32768,3012,12033,500 GB Samsung SSD 960 EVO 500GB,[BOT] FloriiKS
Port Royal,1.2,4817,14,14,Intel,,Core i9-7940X Processor,FCLGA2066,,165,September 27 2020,NVIDIA GeForce RTX 3080,1994,1269,62,2070,1,Approved ,27.21.14.5638,1269,12033,NVidia Corporation,10240,55.71,64-bit Windows 10 (10.0.18363),81920,3202,12033,"1,024 GB Samsung SSD 970 PRO 1TB",DevDoc-2
Port Royal,1.2,4844,14,14,Intel,,Core i9-7940X Processor,FCLGA2066,,165,September 27 2020,NVIDIA GeForce RTX 3080,1997,1269,60,2040,1,Approved ,27.21.14.5638,1269,12032,NVidia Corporation,10240,55.7,64-bit Windows 10 (10.0.18363),81920,3202,12032,"1,024 GB Samsung SSD 970 PRO 1TB",DevDoc-2
Port Royal,1.1,5002,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 30 2020,NVIDIA GeForce RTX 3080,1947,1308,53,2145,1,Approved ,27.21.14.5655,1332,12032,"Asustek Computer, Inc.",10240,55.71,64-bit Windows 10 (10.0.19041),32768,4000,12032,"1,000 GB Samsung SSD 970 EVO Plus 1TB",Talon2020
Port Royal,1.2,4203,4,14,Intel,,Core i7-6700K Processor,LGA1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,1972,1213,72,2055,1,Approved ,27.21.14.5655,1213,12031,NVidia Corporation,10240,55.7,64-bit Windows 10 (10.0.19041),32768,3598,12031,512 GB INTEL SSDPEKKW512G7,Jesus of Nazareth
Port Royal,1.2,4901,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,2017,1200,62,2040,1,Approved ,27.21.14.5655,1200,12031,NVidia Corporation,10240,55.7,64-bit Windows 10 (10.0.19041),16384,3198,12031,240 GB SanDisk Ultra II 240GB,tHenOrthfAce
Port Royal,1.2,5103,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 26 2020,NVIDIA GeForce RTX 3080,2031,1250,59,2085,1,Approved ,27.21.14.5638,1250,12030,NVidia Corporation,10240,55.7,64-bit Windows 10 (10.0.19041),32768,3200,12030,"1,000 GB NVMe Samsung SSD 970",Mr. Anderson-8069
Port Royal,1.2,4401,12,7,AMD,,Ryzen 9 3900X,AM4,,105,September 21 2020,NVIDIA GeForce RTX 3080,2001,1257,57,2040,1,Approved ,27.21.14.5638,1257,12029,"Micro-Star International Co ., Ltd.",10240,55.69,64-bit Windows 10 (10.0.18363),32768,3798,12029,250 GB Samsung SSD 850 EVO 250GB,AirportHobo
Port Royal,1.2,5103,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 22 2020,NVIDIA GeForce RTX 3080,2037,1188,49,2070,1,Approved ,27.21.14.5638,1188,12028,NVidia Corporation,10240,55.69,64-bit Windows 10 (10.0.19041),16384,3200,12028,500 GB Samsung SSD 860 EVO 500GB,JayzTwoCents
Port Royal,1.2,5004,8,14,Intel,,Core i9-9900KF Processor,FCLGA1151,,95,September 24 2020,NVIDIA GeForce RTX 3080,1995,1213,51,2205,1,Approved ,27.21.14.5638,1213,12028,Palit Microsystems Ltd.,10240,55.69,64-bit Windows 10 (10.0.19041),32768,3200,12028,120 GB Apacer AS681 120GB,vendnmachine
Port Royal,1.2,5027,8,14,Intel,,Core i9-9900KF Processor,FCLGA1151,,95,September 24 2020,NVIDIA GeForce RTX 3080,1985,1195,56,2010,1,Approved ,27.21.14.5638,1195,12028,"Micro-Star International Co ., Ltd.",10240,55.69,64-bit Windows 10 (10.0.19041),32768,3014,12028,500 GB Samsung SSD 960 EVO 500GB,[BOT] FloriiKS
Port Royal,1.2,4901,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 28 2020,NVIDIA GeForce RTX 3080,1984,1250,62,2025,1,Approved ,27.21.14.5638,1250,12028,EVGA Corporation,10240,55.69,64-bit Windows 10 (10.0.19041),32768,3600,12028,512 GB NVMe Samsung SSD 960 SCSI Disk Device,Luckbad
Port Royal,1.2,4902,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 24 2020,NVIDIA GeForce RTX 3080,1946,1288,55,1995,1,Approved ,27.21.14.5638,1288,12027,Palit Microsystems Ltd.,10240,55.68,64-bit Windows 10 (10.0.19041),16384,3998,12027,500 GB Samsung SSD 970 EVO Plus 500GB,vertiga120
Port Royal,1.2,4501,12,7,AMD,,Ryzen 9 3900X,AM4,,105,September 29 2020,NVIDIA GeForce RTX 3080,2005,1263,57,2145,1,Approved ,27.21.14.5655,1263,12027,"Micro-Star International Co ., Ltd.",10240,55.68,64-bit Windows 10 (10.0.19041),32768,3600,12027,500 GB Samsung SSD 970 EVO 500GB,sluh
Port Royal,1.2,5028,8,14,Intel,,Core i9-9900KF Processor,FCLGA1151,,95,September 24 2020,NVIDIA GeForce RTX 3080,1988,1194,56,2025,1,Approved ,27.21.14.5638,1194,12026,"Micro-Star International Co ., Ltd.",10240,55.68,64-bit Windows 10 (10.0.19041),32768,3014,12026,500 GB Samsung SSD 960 EVO 500GB,[BOT] FloriiKS
Port Royal,1.2,5004,8,14,Intel,,Core i7-9700K Processor,FCLGA1151,,95,September 25 2020,NVIDIA GeForce RTX 3080,1957,1228,39,2010,1,Approved ,27.21.14.5638,1250,12026,"Giga-Byte Technology Co., Ltd.",10240,55.68,64-bit Windows 10 (10.0.18363),32768,3196,12026,"1,000 GB CT1000P1SSD8",andrej-ljubaschenko
Port Royal,1.2,5029,8,14,Intel,,Core i9-9900KF Processor,FCLGA1151,,95,September 24 2020,NVIDIA GeForce RTX 3080,1982,1195,56,2010,1,Approved ,27.21.14.5638,1195,12025,"Micro-Star International Co ., Ltd.",10240,55.67,64-bit Windows 10 (10.0.19041),32768,3012,12025,500 GB Samsung SSD 960 EVO 500GB,[BOT] FloriiKS
Port Royal,1.2,4051,8,7,AMD,,Ryzen 7 3700X,AM4,,65,September 25 2020,NVIDIA GeForce RTX 3080,1972,1306,53,2115,1,Approved ,27.21.14.5638,1306,12025,NVidia Corporation,10240,55.67,64-bit Windows 10 (10.0.19042),32768,3198,12025,"1,000 GB NVMe CT1000P1SSD8",Dadiose
Port Royal,1.2,4503,4,14,Intel,,Core i7-7700K Processor,FCLGA1151,,91,September 26 2020,NVIDIA GeForce RTX 3080,1976,1288,64,2010,1,Approved ,27.21.14.5638,1288,12025,NVidia Corporation,10240,55.67,64-bit Windows 10 (10.0.19041),16384,2996,12025,"1,024 GB ADATA SX8200PNP",spikeanoid
Port Royal,1.2,5002,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,2019,1225,65,2085,1,Approved ,27.21.14.5655,1236,12025,"Giga-Byte Technology Co., Ltd.",10240,55.67,64-bit Windows 10 (10.0.18362),32768,3466,12025,500 GB Samsung SSD 970 EVO Plus 500GB,PocketDevil
Port Royal,1.2,5002,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 26 2020,NVIDIA GeForce RTX 3080,2011,1190,64,2100,1,Approved ,27.21.14.5638,1190,12024,"Micro-Star International Co ., Ltd.",10240,55.67,64-bit Windows 10 (10.0.18362),32768,3200,12024,"1,000 GB CT1000P1SSD8",rafou76
Port Royal,1.2,4702,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 27 2020,NVIDIA GeForce RTX 3080,1964,1338,59,2085,1,Approved ,27.21.14.5638,1338,12024,"Asustek Computer, Inc.",10240,55.67,64-bit Windows 10 (10.0.18363),32768,2666,12024,120 GB Samsung SSD 840 EVO 120GB,The Platonic Ethereal Ideal
Port Royal,1.2,5103,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 22 2020,NVIDIA GeForce RTX 3080,2042,1188,48,2085,1,Approved ,27.21.14.5638,1188,12023,NVidia Corporation,10240,55.66,64-bit Windows 10 (10.0.19041),16384,3200,12023,500 GB Samsung SSD 860 EVO 500GB,JayzTwoCents
Port Royal,1.2,4509,16,7,AMD,,Ryzen 9 3950X,AM4,,105,September 24 2020,NVIDIA GeForce RTX 3080,1992,1281,47,2205,1,Approved ,27.21.14.5638,1281,12023,Palit Microsystems Ltd.,10240,55.66,64-bit Windows 10 (10.0.19041),32768,3740,12023,500 GB  Sabrent Rocket 4 SCSI Disk Device,VPII-2
Port Royal,1.2,4601,4,22,Intel,,Core i7-4770K Processor,LGA1150,,84,September 26 2020,NVIDIA GeForce RTX 3080,1995,1275,57,2040,1,Approved ,27.21.14.5638,1275,12023,Gainward GmbH,10240,55.67,64-bit Windows 10 (10.0.19041),8192,1598,12023,512 GB Samsung SSD 850 PRO 512GB,rps1227
Port Royal,1.2,5503,10,14,Intel,,Core i9-10900K Processor,FCLGA1200,,125,September 21 2020,NVIDIA GeForce RTX 3080,1933,1344,49,2130,1,Approved ,27.21.14.5638,1344,12022,Palit Microsystems Ltd.,10240,55.66,64-bit Windows 10 (10.0.18362),16384,4696,12022,"1,024 GB ADATA SX8200PNP",Mumriken-2
Port Royal,1.2,4401,12,7,AMD,,Ryzen 9 3900X,AM4,,105,September 27 2020,NVIDIA GeForce RTX 3080,1998,1275,65,2130,1,Approved ,27.21.14.5638,1275,12022,"Giga-Byte Technology Co., Ltd.",10240,55.66,64-bit Windows 10 (10.0.19041),16384,3598,12022,126 GB SMI DISK,Kirill-2
Port Royal,1.2,3799,8,14,AMD,,Ryzen 7 1700,AM4,,65,September 28 2020,NVIDIA GeForce RTX 3080,2043,1263,62,2100,1,Approved ,27.21.14.5655,1263,12022,NVidia Corporation,10240,55.66,64-bit Windows 10 (10.0.19041),16384,3198,12022,250 GB Samsung SSD 850 EVO 250GB,Krischan
Port Royal,1.2,4516,6,7,AMD,,Ryzen 5 3600XT,AM4,,95,September 29 2020,NVIDIA GeForce RTX 3080,2001,1275,68,2055,1,Approved ,27.21.14.5655,1275,12022,"Giga-Byte Technology Co., Ltd.",10240,55.66,64-bit Windows 10 (10.0.19041),16384,3724,12022,500 GB TOSHIBA-RC500,br444m
Port Royal,1.2,4504,4,14,Intel,,Core i7-7700K Processor,FCLGA1151,,91,September 30 2020,NVIDIA GeForce RTX 3080,2011,1250,59,2085,1,Approved ,27.21.14.5655,1250,12022,NVidia Corporation,10240,55.66,64-bit Windows 10 (10.0.19041),16384,2998,12022,"1,024 GB ADATA SX8200PNP",spikeanoid
Port Royal,1.2,4538,6,14,Intel,,Core i5-9600K Processor,FCLGA1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,1982,1294,59,2190,1,Approved ,27.21.14.5655,1294,12021,"Micro-Star International Co ., Ltd.",10240,55.65,64-bit Windows 10 (10.0.19041),16384,3024,12021,500 GB KINGSTON SA2000M8500G,emillanzen
Port Royal,1.2,4538,6,14,Intel,,Core i5-9600K Processor,FCLGA1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,1982,1294,59,2055,1,Approved ,27.21.14.5655,1294,12021,"Micro-Star International Co ., Ltd.",10240,55.66,64-bit Windows 10 (10.0.19041),16384,3022,12021,500 GB KINGSTON SA2000M8500G,emillanzen
Port Royal,1.2,5002,8,14,Intel,,Core i9-9900K Processor,FCLGA1151,,95,September 30 2020,NVIDIA GeForce RTX 3080,2023,1313,57,2055,1,Approved ,27.21.14.5655,1319,12021,EVGA Corporation,10240,55.65,64-bit Windows 10 (10.0.19041),32768,3200,12021,"1,000 GB Samsung SSD 970 EVO Plus 1TB",CaptainBlackJon
Port Royal,1.2,4466,8,7,AMD,,Ryzen 7 3800X,AM4,,105,September 24 2020,NVIDIA GeForce RTX 3080,2017,1235,60,2070,1,Approved ,27.21.14.5638,1235,12019,NVidia Corporation,10240,55.65,64-bit Windows 10 (10.0.19041),32768,3192,12019,"1,000 GB Samsung SSD 970 EVO 1TB",airato
Port Royal,1.2,4291,8,7,AMD,,Ryzen 7 3700X,AM4,,65,September 25 2020,NVIDIA GeForce RTX 3080,2029,1188,65,2100,1,Approved ,27.21.14.5638,1188,12019,"Giga-Byte Technology Co., Ltd.",10240,55.64,64-bit Windows 10 (10.0.19041),32768,3192,12019,500 GB WDS500G3X0C-00SJG0,RexxReviews
Port Royal,1.2,4541,12,7,AMD,,Ryzen 9 3900X,AM4,,105,September 28 2020,NVIDIA GeForce RTX 3080,1965,1249,57,2055,1,Approved ,27.21.14.5638,1270,12019,NVidia Corporation,10240,55.65,64-bit Windows 10 (10.0.19041),32768,3592,12019,"1,000 GB Sabrent Rocket 4.0 1TB",JABLOL
Port Royal,1.2,4538,6,14,Intel,,Core i5-9600K Processor,FCLGA1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,1977,1282,60,2040,1,Approved ,27.21.14.5655,1282,12019,"Micro-Star International Co ., Ltd.",10240,55.65,64-bit Windows 10 (10.0.19041),16384,KINGSTON,12019,500 GB KINGSTON SA2000M8500G,emillanzen
Port Royal,1.2,4902,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 25 2020,NVIDIA GeForce RTX 3080,1967,1250,59,2085,1,Approved ,27.21.14.5638,1250,12018,"Asustek Computer, Inc.",10240,55.64,64-bit Windows 10 (10.0.19041),16384,3200,12018,500 GB Samsung SSD 970 EVO 500GB,Kenta k^
Port Royal,1.2,4826,14,14,Intel,,Core i9-7940X Processor,FCLGA2066,,165,September 27 2020,NVIDIA GeForce RTX 3080,1966,1289,56,1995,1,Approved ,27.21.14.5638,1300,12018,NVidia Corporation,10240,55.64,64-bit Windows 10 (10.0.18363),65536,3202,12018,"1,024 GB Samsung SSD 970 PRO 1TB",DevDoc-2
Port Royal,1.2,4349,8,7,AMD,,Ryzen 7 3700X,AM4,,65,September 28 2020,NVIDIA GeForce RTX 3080,1987,1288,55,2070,1,Approved ,27.21.14.5638,1288,12018,ZOTAC,10240,55.64,64-bit Windows 10 (10.0.19041),32768,3198,12018,480 GB KINGSTON SA1000M8480G,Iridescence
Port Royal,1.2,5002,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,1946,1251,73,2040,1,Approved ,27.21.14.5655,1263,12018,NVidia Corporation,10240,55.64,64-bit Windows 10 (10.0.19041),32768,3200,12018,500 GB Samsung SSD 960 EVO 500GB,johnbro
Port Royal,1.2,3802,6,14,Intel,,Core i5-8400 Processor,LGA-1151,,65,September 30 2020,NVIDIA GeForce RTX 3080,2091,1188,61,2145,1,Approved ,27.21.14.5655,1188,12018,EVGA Corporation,10240,55.64,64-bit Windows 10 (10.0.19041),32768,3198,12018,250 GB Samsung SSD 960 EVO 250GB,Doge-2871
Port Royal,1.2,4802,8,14,Intel,,Core i9-9900KF Processor,FCLGA1151,,95,September 24 2020,NVIDIA GeForce RTX 3080,1968,1275,45,2040,1,Approved ,27.21.14.5638,1275,12017,NVidia Corporation,10240,55.64,64-bit Windows 10 (10.0.18363),32768,3600,12017,500 GB Samsung SSD 970 EVO 500GB,ىhALKE
Port Royal,1.2,4201,8,7,AMD,,Ryzen 7 3700X,AM4,,65,September 27 2020,NVIDIA GeForce RTX 3080,2054,1264,65,2085,1,Approved ,27.21.14.5638,1275,12017,"Asustek Computer, Inc.",10240,55.64,64-bit Windows 10 (10.0.19041),32768,3598,12017,960 GB Patriot Burst,n00b-8618
Port Royal,1.2,4711,18,14,Intel,,Core i9-7980XE Processor,FCLGA2066,,165,September 28 2020,NVIDIA GeForce RTX 3080,1959,1288,47,2085,1,Approved ,27.21.14.5638,1288,12017,"Asustek Computer, Inc.",10240,55.64,64-bit Windows 10 (10.0.18363),32768,3600,12017,"1,000 GB NVMe Samsung SSD 970 SCSI Disk Device",Gosu - Extreme Hardware
Port Royal,1.2,4374,8,7,AMD,,Ryzen 7 3700X,AM4,,65,September 30 2020,NVIDIA GeForce RTX 3080,1983,1252,61,2055,1,Approved ,27.21.14.5655,1263,12017,"Asustek Computer, Inc.",10240,55.63,64-bit Windows 10 (10.0.18363),16384,3798,12017,"1,000 GB Samsung SSD 970 EVO Plus 1TB",Oneirogen_
Port Royal,1.1,4703,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 21 2020,NVIDIA GeForce RTX 3080,1971,1250,54,2055,1,Approved ,27.21.14.5638,1250,12016,"Giga-Byte Technology Co., Ltd.",10240,55.63,64-bit Windows 10 (10.0.18363),32768,3198,12016,256 GB INTEL SSDPEKKW256G8,N/A
Port Royal,1.2,4828,14,14,Intel,,Core i9-7940X Processor,FCLGA2066,,165,September 27 2020,NVIDIA GeForce RTX 3080,1980,1252,55,2010,1,Approved ,27.21.14.5638,1263,12016,NVidia Corporation,10240,55.63,64-bit Windows 10 (10.0.18363),65536,3200,12016,"1,024 GB Samsung SSD 970 PRO 1TB",DevDoc-2
Port Royal,1.2,4349,8,7,AMD,,Ryzen 7 3700X,AM4,,65,September 28 2020,NVIDIA GeForce RTX 3080,1982,1288,55,2025,1,Approved ,27.21.14.5638,1288,12016,ZOTAC,10240,55.63,64-bit Windows 10 (10.0.19041),32768,3198,12016,480 GB KINGSTON SA1000M8480G,Iridescence
Port Royal,1.2,5028,8,14,Intel,,Core i9-9900KF Processor,FCLGA1151,,95,September 25 2020,NVIDIA GeForce RTX 3080,1983,1213,51,2025,1,Approved ,27.21.14.5638,1213,12015,"Micro-Star International Co ., Ltd.",10240,55.63,64-bit Windows 10 (10.0.19041),32768,3012,12015,500 GB Samsung SSD 960 EVO 500GB,[BOT] FloriiKS
Port Royal,1.2,4540,6,14,Intel,,Core i5-9600K Processor,FCLGA1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,1982,1294,60,2040,1,Approved ,27.21.14.5655,1294,12015,"Micro-Star International Co ., Ltd.",10240,55.63,64-bit Windows 10 (10.0.19041),16384,3024,12015,500 GB KINGSTON SA2000M8500G,emillanzen
Port Royal,1.2,4804,6,14,Intel,,Core i7-8700K Processor,LGA-1151,,95,September 29 2020,NVIDIA GeForce RTX 3080,2006,1250,54,2070,1,Approved ,27.21.14.5655,1250,12014,"Micro-Star International Co ., Ltd.",10240,55.62,64-bit Windows 10 (10.0.18363),32768,3598,12014,250 GB Samsung SSD 850 EVO 250GB,Grazed
